ID;AUTHOR;Score;IsRecomended;Summary;Advantages;Disadvantages;LikesCount;DislikesCount;CreateDate;
4590359;mlipe;5/5;true;Posiadam od 2 dni i napisze jedno. Najlepszy!;;;0;2;2017-04-20 20:41:34;
6247927;szuchniak12;5/5;true;Dobry ekran amoled piękne kolory;;;0;0;2017-11-23 22:18:45;
5192323;jaro;4/5;true;Sprzęt ok, śmiga. Bateria słaba;;;0;0;2017-11-06 13:04:37;
5084056;Waldemar;5/5;true;Nowy sprzęt zawsze cieszy.;;;0;0;2017-09-29 09:59:00;
6428467;jola;4/5;true;MAŁY POJEMNIK NA KURZ;;;0;0;2018-01-03 16:49:33;
6233348;Daniel;5/5;true;Super tel polecam;4gb ram aparat przód aparat tył brak diody ir czas pracy na baterii duży ekran funkcjonalność głośniczek latwosc obslugi menu boczne na zakrzywionym ekranie skaner odcisków palca śliski tył obudowy wygląd źle umiejscowiony skaner odcisków palców ;;0;0;2017-11-21 09:16:50;
6253803;null;5/5;true;Telefon super nap;4gb ram aparat przód aparat tył czas pracy na baterii dobry aparat duży ekran funkcjonalność głośniczek latwosc obslugi mega ładny menu boczne na zakrzywionym ekranie poręczny prestiżowy skaner odcisków palca śliski tył obudowy świetny interfejs wygląd źle umiejscowiony skaner odcisków palców ;brak diody ir cena ;0;0;2017-11-26 00:20:39;
6400617;gość;5/5;true;gorąco polecam;;;0;0;2017-12-27 21:21:48;
4868611;Supertest;4/5;true;Super telefon;;;0;0;2017-07-20 12:31:22;
6282800;Użytkownik Ceneo;5/5;true;Mega tel! 😊;;;0;0;2017-12-01 22:56:14;
5006140;ok;5/5;true;ok;4gb ram aparat tył czas pracy na baterii duży ekran funkcjonalność latwosc obslugi wygląd ;;0;0;2017-09-04 12:45:45;
6290809;Użytkownik Ceneo;4,5/5;true;Piękny ekran, niestety z tyłu palcuje strasznie. płynne działanie na plus aplikacje samsunga ( kwestia gustu), Boję się o baterie, żywotność jak i czas pracy na baterii nie jestem wymagającym użytkownikiem ale i tak mam obawy. Na gigantyczny plus aparat przód jak i tył.;;;0;0;2017-12-04 19:11:11;
4962116;Przemek;5/5;true;Witam. Używam telefonu od miesiąca i jeśli chodzi o potrzeby zwykłego "Kowalskiego" to: telefon jest super szybki, nic nie tnie, aparat bajka, nakładka bardzo funkcjonalna, jakość rozmów dobra, wyświetlacz genialny do oglądania filmów. Polecam z czystym sumieniem.;4gb ram aparat przód aparat tył funkcjonalność głośniczek latwosc obslugi wygląd ;brak diody ir czas pracy na baterii śliski tył obudowy ;0;1;2017-08-21 11:08:15;
6296391;Mariusz Langer;5/5;true;Samsung to najlepsza firma produkująca elektronikę. Ja osobiście posiadam smartfon S8 i jestem z niego bardzo zadowolony, robi świetne zdjęcia, wygląda rewelacyjnie, dobrze leży w dłoni, a w codziennym użytkowaniu daje dużo możliwości i satysfakcji z pracy tego urządzenia. Reasumując nie ma lepszych na rynku telefonów niż Samsung.;;;0;0;2017-12-05 21:53:57;
4596275;Nikesz;1,5/5;false;Dwa dni użytkowania - dwa razy ładowałem baterię. Miałem wrażenie, że telefon rozładowuje się od samego leżenia.;;;2;10;2017-04-22 20:38:17;
4639807;Dariusz;0,5/5;false;Za te pieniądze to szału nie ma odradzam;;;0;9;2017-05-07 17:28:47;
5142832;Gleakn;5/5;true;Najlepszy smartphone jakiego miałem w ręku!! Płynnosc pracy , brak zawieszeń , wyswietlacz oled qhd nawet pod duzym katem wciaz wyglada swietnie. aparat na duzy plus a juz skaner biometryczny to wisienka na torcie :);;;0;0;2017-10-19 23:14:18;
6262373;MichałK;5/5;true;Najlepszy telefon jaki miałem. Zaspokaja wszystkie moje potrzeby I nigdy mnie nie zawiódł. Godne polecenia: - aparat - moduł NFC - ekran - GPS szybko znajduje sygnał - bateria jak na tak wydajny tel trzyma ok Nic nie zacina, przymula czy myśli dłużej niż mrugnięcie. Ogólnie wart swojej ceny.;4gb ram aparat przód aparat tył czas pracy na baterii duży ekran funkcjonalność latwosc obslugi wygląd ;;0;0;2017-11-28 15:47:41;
4796907;Marta;5/5;true;To mój pierwszy dzień z nowym nabytkiem, ale pierwsze wrażanie jak najbardziej pozytywne. Telefon intuicyjny i łatwy w obsłudze, oferuje wiele nowatorskich rozwiązań.;;;3;0;2017-06-27 22:37:58;
6252810;sajor0;5/5;true;Telefon jest niezawodny. Jego funkcjonalność mega zadowala. Jest bardzo szybki co bardzo skraca czas wykonywanej na nim pracy. Jeszcze nigdy się na nim nie zawiodłem oraz nie dostrzegłem żadnych lagów ani przycięć, przeskakiwanie klatek. Telefon jest rewelacyjny i oby więcej takich;aparat przód aparat tył czas pracy na baterii duży ekran funkcjonalność głośniczek latwosc obslugi menu boczne na zakrzywionym ekranie skaner odcisków palca wygląd źle umiejscowiony skaner odcisków palców ;4gb ram brak diody ir śliski tył obudowy ;0;0;2017-11-25 14:03:13;
4849887;Ludwik;5/5;true;Telefon bardzo fajny ale za krótko posiadam aby ocenić dokładnie. Miałem już "4","6" i "7" z których byłem bardzo zadowolony więc myślę, że ten również mnie zadowoli.;;;0;0;2017-07-14 10:01:50;
4742406;Andrzej;5/5;true;Po 3 dniach użytkowania dużo nie napiszę, ale mam do czynienia z Galaxy od nr.1 aż po 8 i nigdy mnie nie zawiódł Samsung. Fakt że ceny nowych teraz są z kosmosu.....;;;0;2;2017-06-08 18:45:19;
4976768;Wojtek G;5/5;true;Telefon spełnia moje oczekiwania.Skaner odcisków jest umieszczony na właściwym miejscu,pasuje pod palec wskazujący.Wybrałem kolor szary.;4gb ram aparat przód aparat tył czas pracy na baterii duży ekran funkcjonalność głośniczek latwosc obslugi ;;0;0;2017-08-25 09:53:15;
6357335;kornelkaj1301;5/5;true;Uważam, ze ten produkt prezentuje się wręcz doskonale. Najbardziej podoba mi się wygląd tego urządzenia. Skrócone boki ekranu umożliwiają jeszcze bardziej komfortowe korzystanie z tego telefonu. Aparatu również nic nie można zarzucić.;4gb ram aparat przód aparat tył brak brak diody ir cena czas pracy na baterii dobry aparat duży ekran funkcjonalność głośniczek latwosc obslugi mega ładny menu boczne na zakrzywionym ekranie poręczny prestiżowy skaner odcisków palca śliski tył obudowy świetny interfejs ten telefon dla ludzi inteligentnych wygląd źle umiejscowiony skaner odcisków palców ;bixby - brak języka polskiego bixby - nie rozróżnia polskich imion ;0;0;2017-12-17 10:08:19;
6432036;Omega;5/5;true;Telefon OK, podpowiedzi podczas pisania smsów mogłyby być bardziej sensowne, przycisk odblokowania palcem jest w złym miejscu.;aparat przód czas pracy na baterii latwosc obslugi wygląd ;funkcjonalność ;0;0;2018-01-04 10:52:08;
4773057;Adam;4,5/5;true;Telefon petarda... ale wyświetlacz wchodzący w róż drażni, trzeba się pobawić z ustawieniami kolorów, wtedy jest akceptowalnie.;;;1;0;2017-06-20 09:55:54;
6382182;art kaz;5/5;true;podobno TO najlepszy telefon po "nadgryzionym jabłuszku"; ale o TO należy pytać użytkownika ... to był prezent :);;;0;0;2017-12-21 21:58:12;
4802952;matigo;5/5;true;Genialny telefon! Szkoda tylko, że ma 4gb ram i nie jest w stereo. Poza tym dla mnie wadą jest to, że Bixby jest niedostępny :( Reszta jest genialna. Trzeba tylko uważać żeby nie upadł...;funkcjonalność głośniczek śliski tył obudowy ;;0;1;2017-06-29 11:43:23;
6325317;Poldek;3,5/5;null;Dlaczego nie podają ceny w polskich sklepach samsung galaxy s8 można było kupić za 2300zł do 2400zł (cena z lipca 2017). Dlaczego taka medialna cisza, na ceneo same zagraniczne firmy;;;0;0;2017-12-11 14:41:58;
4954870;j...f;5/5;true;możliwości Galaxy s8 nieograniczone, jakość zdjęć i dająca uśmiech na twarzy:)xd;;;0;0;2017-08-18 09:33:21;
6354959;oliwia;3,5/5;null;polecam strasznie ten telefon szybkie ładowanie jest mega gdy sie gdzieś spieszycie . 4GB fajniusio taki telefon mogłabym reklamować wszędzie nie mam słów na niego gorąco polecamm;4gb ram aparat przód aparat tył bixby - brak języka polskiego brak brak diody ir cena czas pracy na baterii dobry aparat duży ekran funkcjonalność głośniczek latwosc obslugi mega ładny menu boczne na zakrzywionym ekranie poręczny prestiżowy skaner odcisków palca śliski tył obudowy świetny interfejs ten telefon dla ludzi inteligentnych wygląd źle umiejscowiony skaner odcisków palców ;bixby - nie rozróżnia polskich imion ;0;0;2017-12-16 10:12:20;
6237186;pibied;5/5;true;Urządzenie że świetnym ekranem. Bateria trzyma cały dzień przy normalnym użytkowaniu. Foto super. Zewnętrznie smukły, poręczny ale Tak ślisko że strach zdejmować etui. Polecam.;;;0;0;2017-11-21 23:59:27;
6384600;jb;4,5/5;true;Na razie spełnia wszystkie oczekiwania mimo że użytkuję dopiero od tygodnia;aparat przód czas pracy na baterii funkcjonalność latwosc obslugi wygląd ;;0;0;2017-12-22 13:16:20;
4846492;Iwan;5/5;true;Wszystko ok. Miałem tylko mały problem z połączeniem bluetooth z Gear S3.;;;0;0;2017-07-13 11:17:57;
5226770;m...5;5/5;true;Telefon jak na flagowca myślę że nie zawiódł nikogo jest tak dopracowany że palce lizać wyświetlacz mistrzostwo świata. O 8 można pisać wiele i dużo samych dobrych opini.;;;0;0;2017-11-15 17:45:01;
5161056;Marek;5/5;true;super, polecam. Towar zgodny z opisem i szybko zrealizowane zamówienie.;;;0;0;2017-10-26 11:03:04;
5053044;maciek;5/5;true;Aparat robi genialne zdjęcia telefon jest łatwy w obsłudze ^.^;aparat tył śliski tył obudowy ;;0;0;2017-09-19 16:59:03;
6295914;Mohammed Karim;5/5;true;very beautiful smartphone, the best actually on the market.;;;0;0;2017-12-05 20:03:43;
5213512;Leszek;5/5;true;Bardzo fajne nowe rozwiązania jak zwykle producent nie śpi;;;0;0;2017-11-11 22:28:22;
5144834;null;4/5;true;Posiadam s8.4miesiace jestem bardzo zadowolony choc spodziewalem sie bardziej ryso odpornego wyświetlacza jak i tyłu telefonu Za to gwiazdka mniej niestety.;;;0;0;2017-10-20 14:38:04;
4881363;Magnez;5/5;true;Smartphone działa super szybko. Jestem z niego zadowolony.;;;0;0;2017-07-25 12:30:44;
6177622;Renata;4,5/5;true;Marzyłam o nim, nie dosyć że funkcjonalny, szybki w działaniu to jeszcze jak wygląda! Dizajnerski, nowoczesny, troszkę "chłodny" co dodaje mu wyjątkowości!;;wygląd ;0;0;2017-11-16 15:33:29;
6291567;ewelina;5/5;true;Polecam telefon w 100%;brak diody ir cena dobry aparat mega ładny menu boczne na zakrzywionym ekranie poręczny prestiżowy skaner odcisków palca śliski tył obudowy świetny interfejs źle umiejscowiony skaner odcisków palców ;brak ;0;0;2017-12-04 22:10:26;
5097425;DZ;5/5;true;działa tak jak podano w opisie produktu.;;;0;0;2017-10-04 15:55:11;
5115662;Damiano;5/5;true;Super telefon, solidnie wykonany;4gb ram aparat przód aparat tył brak diody ir duży ekran funkcjonalność latwosc obslugi skaner odcisków palca wygląd źle umiejscowiony skaner odcisków palców ;czas pracy na baterii ;0;0;2017-10-11 08:17:52;
5052668;MarcinPC;5/5;true;Bardzo dobry telefon;;;0;0;2017-09-19 14:47:11;
5204169;Przemo;5/5;true;Zadowolony z zakupu;;;0;0;2017-11-09 09:12:11;
6249593;Konrad;5/5;true;Super telefon;;;0;0;2017-11-24 12:13:03;
4858096;MARCIN;5/5;true;SUPER POLECAM;;;0;0;2017-07-17 18:20:35;
5148648;Pawello700;5/5;true;Bardzo dobry produkt. W grach się nie zacina, pracuje stabilnie, nie grzeje się oraz ładnie wygląda. Polecam :);;;0;0;2017-10-22 19:19:43;
5051460;Arek;5/5;true;Super;4gb ram aparat przód aparat tył duży ekran funkcjonalność głośniczek latwosc obslugi wygląd ;czas pracy na baterii skaner odcisków palca śliski tył obudowy ;0;0;2017-09-19 11:01:50;
5157486;czaszka;5/5;true;ok;;;0;0;2017-10-25 13:21:43;
4757538;bembie;5/5;true;Telefon świetnie wygląda i śmiga jak złoto. Intuicyjny w obsłudze. Świetny skaner tęczówki. Polecam.;;;0;0;2017-06-14 10:06:22;
5198095;F...i;5/5;true;Bardzo dobry, estetyczny i funkcjonalny telefon w przystępnej cenie. Gorąco polecam!;funkcjonalność wygląd ;;0;0;2017-11-07 20:28:55;
5198094;F...i;4/5;true;Bardzo dobry, estetyczny i funkcjonalny telefon w przystępnej cenie. Gorąco polecam!;czas pracy na baterii funkcjonalność wygląd ;;0;0;2017-11-07 20:28:35;
4803987;iwona;2/5;false;szału ni ma;;;0;3;2017-06-29 15:22:45;
4879871;Daniel;5/5;true;Czemu ten telefon kosztuje 2700 zł a w innych sklepach aż 3000 czasami 3500 ?;;;0;0;2017-07-24 22:57:39;
6240826;Marcelskyyy;5/5;true;telefon super ,wygląd styl parametry i wydajnośc dają swoje ! Pozdrawiam;aparat przód aparat tył czas pracy na baterii funkcjonalność latwosc obslugi wygląd ;;0;0;2017-11-22 16:21:32;
6242990;SuSzAk;4,5/5;true;Super wygląd, funkcjonalność i podzespoły. Czego chcieć więcej? Polecam.;;;0;0;2017-11-22 22:35:11;
6242986;SuSzAk;4,5/5;true;Super wygląd, funkcjonalność i podzespoły. Czego chcieć więcej?;;;0;0;2017-11-22 22:34:31;
6282093;Monika;5/5;true;Telefon ma bardzo fajny wygląd. Super parametry. Polecam;;;0;0;2017-12-01 20:02:00;
6272129;haha;5/5;true;TEN OTO TELEFON TO NAJLEPSZY KTORY WIDZIALAM JEST PIĘKNY!;;;0;0;2017-11-30 08:31:28;
6242987;SuSzAk;4/5;true;Super wygląd, funkcjonalność i podzespoły. Polecam.;;;0;0;2017-11-22 22:34:50;
6379659;Użytkownik Ceneo;4,5/5;true;Every thing fine;czas pracy na baterii funkcjonalność latwosc obslugi wygląd ;;0;0;2017-12-21 13:29:57;
5046232;Sennea;5/5;true;Piękny telefon;4gb ram aparat przód aparat tył duży ekran funkcjonalność głośniczek latwosc obslugi śliski tył obudowy wygląd ;czas pracy na baterii ;0;0;2017-09-17 11:48:21;
4677820;S...k;1/5;false;Najgorsze co mogło być okropny telefon aparat nie mówiąc o czytniku linii papilarnych;funkcjonalność ;;0;13;2017-05-18 15:54:23;
4937587;Użytkownik Ceneo;5/5;true;Jest wypas...;głośniczek latwosc obslugi wygląd ;;0;0;2017-08-11 16:33:26;
6227599;Roman;5/5;true;Polecam;4gb ram aparat przód funkcjonalność latwosc obslugi wygląd ;;0;0;2017-11-19 08:14:31;
